count,name,leagues
13,Northampton,ENG LC (1)·ENG 3 (10)·ENG LTR (2)
8,AFC Wimbledon,ENG LC (2)·ENG LTR (4)·ENG FA (2)
8,Bradford City FC,ENG LC (3)·ENG LTR (5)
7,Accrington Stanley,ENG LC (1)·ENG LTR (5)·ENG FA (1)
7,Doncaster Rovers,ENG LC (2)·ENG LTR (4)·ENG FA (1)
7,FC Crewe Alexandra,ENG LC (2)·ENG LTR (3)·ENG FA (2)
7,Forest Green,ENG LC (1)·ENG LTR (3)·ENG FA (3)
7,Newport County,ENG LC (2)·ENG LTR (2)·ENG FA (3)
6,Crawley Town,ENG LC (1)·ENG LTR (5)
6,Mansfield Town,ENG LC (4)·ENG LTR (2)
6,Salford City,ENG LC (3)·ENG LTR (2)·ENG FA (1)
6,Wrexham FC,ENG LC (2)·ENG LTR (3)·ENG FA (1)
5,FC Walsall,ENG LC (1)·ENG LTR (2)·ENG FA (2)
5,Stockport County,ENG LC (1)·ENG LTR (3)·ENG FA (1)
4,FC Gillingham,ENG LC (2)·ENG LTR (2)
4,Grimsby Town,ENG LC (1)·ENG LTR (2)·ENG FA (1)
4,Harrogate Town,ENG LC (2)·ENG LTR (2)
4,Notts County,ENG LC (1)·ENG LTR (2)·ENG FA (1)
4,Sutton United,ENG LC (2)·ENG LTR (2)
4,Tranmere Rovers,ENG LC (2)·ENG LTR (2)
3,Colchester United,ENG LC (1)·ENG LTR (2)
3,FC Barrow,ENG LC (1)·ENG LTR (2)
3,FC Morecambe,ENG LC (1)·ENG LTR (2)
3,MK Dons,ENG LC (1)·ENG LTR (2)
3,Swindon Town,ENG LC (1)·ENG LTR (2)
2,Aldershot Town,ENG FA (2)
2,Scarborough Athl.,ENG FA (2)
2,York City,ENG FA (2)
1,Arsenal London U21,ENG LTR (1)
1,Bishop's Stortford,FA TRO (1)
1,Brighton&Hove U21,ENG LTR (1)
1,Chester City,ENG FA (1)
1,Coalville Town,FA TRO (1)
1,Cray Valley P.Mil.,ENG FA (1)
1,Crystal Palace U21,ENG LTR (1)
1,Eastleigh FC,ENG FA (1)
1,FC Alfreton Town,ENG FA (1)
1,FC Barnet,ENG FA (1)
1,FC Hendon,FA TRO (1)
1,FC Horsham,ENG FA (1)
1,FC Ramsgate,ENG FA (1)
1,FC Wealdstone,FA TRO (1)
1,Maidstone United,ENG FA (1)
1,Newcastle Utd. U21,ENG LTR (1)
1,Nottingham U21,ENG LTR (1)
1,Slough Town FC,ENG FA (1)
1,West Ham Utd U21,ENG LTR (1)
